Place,Month,Users,Gender,Alcohol,Result
MAYO,May,Car,female,no,Injured
CORK,February,Car,female,no,Injured
KILDARE,July,Pedestrians,female,yes,Injured
DUBLIN,April,Car,male,yes,Injured
MEATH,December,Motorbike,male,yes,Injured
MAYO,February,Cyclists,male,yes,Injured
CORK,March,Car,male,yes,Injured
TIPPERARY,May,Cyclists,female,no,Injured
CAVAN,January,Car,female,yes,Injured
TIPPERARY,July,Car,female,yes,Injured
KILDARE,August,Car,female,no,Injured
DUBLIN,September,Car,male,yes,Injured
MEATH,January,Pedestrians,male,no,Injured
LOUTH,July,Pedestrians,female,no,Injured
WICKLOW,September,Motorbike,male,no,Injured
DUBLIN,August,Car,male,yes,Injured
CARLOW,July,Pedestrians,male,yes,Injured
WESTMEATH,March,Pedestrians,female,no,Killed
TIPPERARY,November,Car,male,no,Injured
MAYO,March,Car,female,no,Injured
KERRY,August,Car,male,yes,Injured
LOUTH,July,Car,male,no,Injured
MEATH,February,Car,female,no,Injured
DUBLIN,May,Car,male,no,Injured
MEATH,December,Motorbike,female,yes,Injured
MEATH,January,Car,male,yes,Injured
KILKENNY,April,Car,male,yes,Injured
DUBLIN,October,Car,female,yes,Injured
LOUTH,May,Pedestrians,female,no,Injured
CARLOW,January,Pedestrians,male,no,Injured
MEATH,October,Car,male,yes,Injured
WATERFORD,March,Pedestrians,female,yes,Injured
DUBLIN,July,Motorbike,female,yes,Injured
CORK,July,Cyclists,male,no,Injured
DUBLIN,July,Cyclists,female,yes,Injured
DUBLIN,November,Cyclists,female,yes,Injured
TIPPERARY,May,Car,male,no,Injured
KERRY,October,Car,female,no,Injured
DUBLIN,July,Car,male,no,Injured
CORK,November,Car,male,no,Injured
DUBLIN,March,Pedestrians,female,no,Injured
KILKENNY,October,Pedestrians,female,yes,Injured
DUBLIN,February,Car,male,yes,Injured
DUBLIN,December,Motorbike,male,yes,Injured
DUBLIN,January,Pedestrians,female,no,Injured
ROSCOMMON,November,Pedestrians,male,no,Injured
DUBLIN,April,Car,male,yes,Injured
DUBLIN,April,Cyclists,female,yes,Injured
LIMERICK COUNTY,October,Cyclists,male,yes,Injured
DUBLIN,June,Car,female,yes,Injured
GALWAY,August,Cyclists,female,no,Injured
DUBLIN,October,Car,female,yes,Injured
LAOIS,July,Car,male,yes,Injured
TIPPERARY,February,Car,male,yes,Injured
DUBLIN,October,Car,male,yes,Injured
MEATH,November,Car,female,yes,Injured
DUBLIN,February,Car,male,yes,Injured
LIMERICK COUNTY,May,Car,female,no,Injured
CORK,May,Car,male,no,Injured
DUBLIN,July,Car,female,yes,Injured
WATERFORD,November,Car,female,no,Injured
KILKENNY,March,Car,male,yes,Killed
MEATH,December,Car,male,yes,Injured
GALWAY,October,Car,female,no,Injured
GALWAY,September,Car,male,no,Injured
SLIGO,November,Cyclists,male,no,Injured
CORK,May,Motorbike,female,yes,Injured
KILDARE,November,Car,female,no,Injured
WEXFORD,September,Car,female,yes,Injured
KERRY,February,Car,female,no,Injured
DONEGAL,July,Car,male,no,Injured
SLIGO,September,Pedestrians,female,no,Injured
DUBLIN,September,Car,male,yes,Killed
LOUTH,November,Car,female,no,Injured
KERRY,October,Cyclists,male,no,Injured
WEXFORD,September,Car,female,no,Injured
LAOIS,November,Car,female,no,Injured
SLIGO,November,Pedestrians,male,yes,Injured
CARLOW,November,Motorbike,male,no,Injured
WICKLOW,November,Car,male,no,Injured
CORK,June,Car,female,no,Injured
DUBLIN,July,Car,male,yes,Injured
WEXFORD,October,Pedestrians,male,no,Injured
CARLOW,August,Pedestrians,female,yes,Injured
ROSCOMMON,May,Car,female,yes,Injured
TIPPERARY,January,Car,female,yes,Injured
DUBLIN,August,Car,male,no,Injured
DUBLIN,August,Car,female,no,Injured
MONAGHAN,January,Cyclists,female,no,Injured
GALWAY,October,Car,male,yes,Injured
CORK,April,Car,male,yes,Injured
WESTMEATH,October,Car,female,no,Injured
WATERFORD,August,Cyclists,male,no,Injured
GALWAY,March,Car,female,no,Injured
TIPPERARY,June,Car,male,no,Injured
DUBLIN,February,Car,male,yes,Injured
LONGFORD,January,Car,female,no,Injured
DUBLIN,September,Cyclists,male,no,Injured
GALWAY,September,Car,female,no,Injured
DONEGAL,June,Car,female,no,Injured
WEXFORD,January,Pedestrians,male,yes,Injured
DUBLIN,October,Car,male,yes,Injured
CORK,February,Car,male,no,Injured
CORK,March,Car,female,yes,Injured
CAVAN,January,Pedestrians,male,no,Injured
LOUTH,March,Cyclists,male,no,Injured
KILDARE,January,Cyclists,male,no,Injured
MONAGHAN,September,Car,male,no,Injured
GALWAY,February,Pedestrians,male,yes,Injured
MONAGHAN,November,Car,female,yes,Injured
LOUTH,April,Car,female,yes,Injured
MEATH,April,Car,female,no,Injured
DUBLIN,January,Car,male,yes,Injured
LIMERICK COUNTY,April,Pedestrians,female,no,Injured
DONEGAL,December,Pedestrians,male,no,Injured
DUBLIN,October,Pedestrians,male,yes,Injured
CORK,July,Car,male,no,Injured
DUBLIN,March,Car,female,no,Injured
DUBLIN,March,Motorbike,male,no,Injured
DUBLIN,October,Pedestrians,female,yes,Injured
WICKLOW,December,Car,female,no,Injured
DUBLIN,November,Pedestrians,female,yes,Injured
WICKLOW,October,Car,female,no,Injured
LEITRIM,October,Car,male,yes,Injured
DUBLIN,July,Car,female,yes,Injured
TIPPERARY,August,Car,male,no,Injured
LAOIS,January,Pedestrians,male,no,Injured
DUBLIN,January,Motorbike,male,no,Injured
MONAGHAN,October,Car,male,no,Injured
DUBLIN,July,Car,male,yes,Injured
DUBLIN,February,Car,male,yes,Killed
DUBLIN,June,Car,female,yes,Injured
LOUTH,January,Car,female,no,Injured
DUBLIN,August,Car,male,no,Injured
OFFALY,May,Car,female,yes,Injured
DUBLIN,May,Car,female,no,Injured
KERRY,December,Pedestrians,female,no,Injured
GALWAY,November,Car,female,yes,Injured
TIPPERARY,February,Motorbike,male,no,Injured
TIPPERARY,August,Car,female,no,Injured
DONEGAL,October,Car,male,yes,Injured
KILDARE,May,Car,female,no,Injured
WATERFORD,June,Pedestrians,male,no,Injured
DUBLIN,June,Car,male,no,Injured
WESTMEATH,December,Car,male,no,Injured
DUBLIN,February,Cyclists,male,no,Injured
KILKENNY,November,Pedestrians,female,yes,Injured
LIMERICK COUNTY,October,Car,female,no,Injured
DUBLIN,October,Car,male,yes,Injured
CAVAN,November,Cyclists,male,yes,Injured
DUBLIN,June,Car,female,no,Injured
WEXFORD,December,Car,male,no,Injured
DUBLIN,January,Car,male,no,Killed
MEATH,October,Car,male,no,Injured
CORK,August,Pedestrians,male,yes,Injured
DUBLIN,December,Car,male,no,Injured
CORK,October,Motorbike,male,yes,Injured
LOUTH,May,Car,male,no,Injured
LOUTH,June,Car,male,no,Injured
LONGFORD,March,Motorbike,female,no,Injured
DUBLIN,December,Car,male,yes,Injured
LOUTH,June,Car,male,yes,Injured
DUBLIN,December,Car,female,yes,Injured
DUBLIN,June,Motorbike,female,yes,Injured
DUBLIN,June,Car,male,no,Injured
DUBLIN,June,Pedestrians,male,yes,Injured
CLARE,November,Car,male,no,Injured
LAOIS,July,Pedestrians,male,no,Injured
LOUTH,March,Pedestrians,male,no,Injured
KILKENNY,March,Car,female,no,Injured
LIMERICK COUNTY,April,Car,female,no,Injured
CORK,December,Car,female,no,Injured
CORK,June,Car,female,yes,Injured
GALWAY,November,Car,female,yes,Injured
TIPPERARY,May,Cyclists,female,no,Injured
DONEGAL,September,Car,female,no,Injured
GALWAY,May,Pedestrians,female,yes,Killed
DUBLIN,February,Car,female,yes,Injured
GALWAY,November,Cyclists,male,no,Injured
CORK,December,Car,male,no,Injured
DUBLIN,March,Car,male,no,Injured
DUBLIN,January,Pedestrians,male,yes,Injured
SLIGO,October,Pedestrians,male,yes,Injured
MONAGHAN,June,Cyclists,female,no,Injured
DUBLIN,January,Motorbike,female,no,Injured
KILKENNY,July,Car,female,no,Injured
CORK,June,Car,female,yes,Injured
GALWAY,May,Cyclists,female,no,Injured
DUBLIN,September,Car,female,yes,Injured
TIPPERARY,August,Car,male,no,Injured
LIMERICK COUNTY,March,Motorbike,female,yes,Injured
LEITRIM,January,Cyclists,male,no,Injured
CORK,June,Car,male,no,Injured
GALWAY,March,Car,female,no,Injured
WICKLOW,November,Car,female,yes,Injured
WEXFORD,December,Cyclists,male,no,Injured
LIMERICK COUNTY,June,Pedestrians,female,yes,Injured
CORK,September,Pedestrians,male,no,Injured
LEITRIM,January,Pedestrians,female,yes,Injured
KILDARE,August,Car,female,no,Injured
GALWAY,August,Car,male,yes,Injured
DUBLIN,November,Car,male,no,Injured
KILKENNY,January,Car,female,yes,Injured
SLIGO,April,Cyclists,male,yes,Injured
MEATH,April,Car,female,no,Injured
KILDARE,May,Car,male,no,Injured
WESTMEATH,October,Car,male,no,Killed
CORK,October,Pedestrians,male,yes,Injured
WICKLOW,May,Cyclists,female,no,Injured
CLARE,July,Car,male,no,Injured
DONEGAL,February,Cyclists,female,yes,Injured
DUBLIN,November,Car,male,no,Injured
CORK,May,Car,male,no,Injured
LAOIS,October,Pedestrians,female,no,Injured
CLARE,November,Car,male,no,Injured
DUBLIN,September,Cyclists,female,no,Injured
CORK,October,Car,female,yes,Injured
LOUTH,May,Car,male,yes,Injured
LIMERICK COUNTY,November,Car,male,no,Killed
DUBLIN,June,Car,female,no,Injured
DONEGAL,August,Car,female,yes,Injured
MAYO,September,Car,female,no,Injured
DUBLIN,January,Cyclists,female,no,Injured
MONAGHAN,December,Cyclists,male,no,Injured
GALWAY,June,Car,female,yes,Injured
KERRY,May,Car,female,yes,Injured
CAVAN,June,Cyclists,female,no,Injured
LIMERICK COUNTY,August,Pedestrians,male,no,Killed
DUBLIN,May,Car,female,yes,Injured
DUBLIN,June,Cyclists,female,yes,Injured
DUBLIN,August,Car,male,no,Injured
DUBLIN,October,Car,male,no,Injured
GALWAY,October,Car,male,no,Injured
WICKLOW,November,Car,female,no,Injured
DUBLIN,February,Car,male,yes,Injured
MEATH,October,Car,female,no,Injured
KILDARE,January,Car,male,no,Injured
TIPPERARY,October,Car,female,yes,Injured
DUBLIN,March,Car,male,no,Injured
DUBLIN,November,Pedestrians,female,no,Injured
WATERFORD,November,Cyclists,male,no,Injured
CLARE,May,Pedestrians,male,no,Injured
WEXFORD,January,Car,female,no,Injured
KILDARE,July,Car,female,no,Injured
DUBLIN,May,Car,female,yes,Injured
WICKLOW,December,Car,female,no,Injured
CORK,February,Car,male,yes,Injured
KERRY,January,Car,female,yes,Injured
CLARE,February,Car,female,no,Injured
KILDARE,August,Car,male,no,Injured
DONEGAL,November,Car,male,no,Injured
LAOIS,August,Car,male,no,Injured
WICKLOW,March,Cyclists,male,no,Injured
TIPPERARY,August,Car,male,yes,Injured
DUBLIN,December,Car,male,no,Injured
LOUTH,March,Motorbike,female,no,Injured
MEATH,August,Motorbike,female,no,Injured
GALWAY,October,Car,male,yes,Injured
KERRY,October,Car,female,no,Injured
CORK,June,Cyclists,male,no,Injured
DUBLIN,July,Car,female,no,Injured
CORK,February,Car,male,no,Injured
MAYO,January,Car,male,no,Injured
GALWAY,March,Motorbike,male,no,Injured
DUBLIN,January,Car,male,no,Injured
TIPPERARY,June,Car,female,yes,Injured
KERRY,July,Cyclists,male,yes,Injured
DUBLIN,October,Car,male,yes,Injured
DUBLIN,December,Car,male,yes,Injured
CORK,March,Motorbike,male,no,Injured
DUBLIN,October,Car,female,no,Injured
CAVAN,November,Cyclists,female,no,Injured
DUBLIN,June,Car,female,yes,Injured
GALWAY,February,Car,male,no,Injured
WEXFORD,June,Motorbike,male,yes,Injured
CORK,February,Pedestrians,male,no,Injured
LIMERICK COUNTY,June,Motorbike,male,no,Injured
GALWAY,April,Car,male,yes,Injured
MEATH,January,Car,female,no,Injured
CORK,September,Car,female,no,Injured
CORK,August,Pedestrians,female,no,Injured
DUBLIN,July,Car,female,yes,Injured
MONAGHAN,October,Cyclists,male,yes,Injured
DONEGAL,October,Car,female,no,Injured
MEATH,February,Car,male,yes,Injured
DUBLIN,December,Car,male,no,Injured
DUBLIN,February,Car,female,no,Injured
CAVAN,March,Pedestrians,male,no,Injured
DUBLIN,January,Car,male,no,Injured
DUBLIN,February,Motorbike,female,no,Injured
LIMERICK COUNTY,November,Car,male,no,Injured
CORK,February,Pedestrians,male,no,Injured
CORK,June,Car,male,no,Injured
CAVAN,September,Car,female,no,Injured
CORK,June,Pedestrians,male,yes,Injured
LIMERICK COUNTY,June,Motorbike,male,yes,Injured
DUBLIN,January,Pedestrians,female,no,Injured
DUBLIN,June,Car,male,yes,Injured
KILDARE,June,Cyclists,male,no,Injured
WICKLOW,September,Car,male,yes,Injured
ROSCOMMON,June,Car,female,no,Injured
LOUTH,March,Pedestrians,female,yes,Injured
WESTMEATH,March,Cyclists,female,yes,Injured
CLARE,February,Car,male,yes,Injured
CORK,April,Pedestrians,male,no,Injured
GALWAY,June,Car,male,no,Injured
DUBLIN,December,Car,female,no,Injured
WEXFORD,May,Car,female,no,Injured
GALWAY,August,Pedestrians,male,yes,Injured
KERRY,February,Pedestrians,male,no,Injured
WATERFORD,January,Car,female,yes,Injured
DUBLIN,May,Car,male,no,Injured
TIPPERARY,June,Car,female,no,Injured
DUBLIN,September,Cyclists,male,yes,Injured
DUBLIN,November,Car,female,no,Injured
DUBLIN,March,Cyclists,male,yes,Injured
KERRY,September,Car,female,yes,Injured
DUBLIN,May,Car,male,no,Injured
LIMERICK COUNTY,April,Car,male,no,Injured
CORK,February,Car,male,no,Injured
CORK,July,Pedestrians,male,no,Injured
TIPPERARY,March,Car,male,yes,Injured
DUBLIN,May,Cyclists,female,no,Injured
DUBLIN,February,Cyclists,female,no,Injured
KILDARE,June,Car,male,no,Injured
KERRY,November,Car,female,yes,Injured
CORK,November,Car,male,no,Injured
TIPPERARY,November,Cyclists,male,no,Injured
WEXFORD,September,Car,female,yes,Injured
OFFALY,March,Car,female,no,Injured
DUBLIN,October,Car,male,no,Injured
KERRY,November,Car,male,yes,Injured
DUBLIN,December,Car,male,yes,Injured
KILDARE,January,Pedestrians,male,no,Injured
WICKLOW,October,Car,female,yes,Injured
DUBLIN,June,Car,male,no,Injured
LIMERICK COUNTY,September,Car,male,no,Injured
DUBLIN,February,Car,female,no,Injured
MEATH,September,Car,male,no,Injured
DUBLIN,December,Cyclists,female,no,Injured
WATERFORD,April,Car,female,yes,Injured
MEATH,August,Pedestrians,female,no,Injured
MEATH,December,Pedestrians,female,no,Injured
GALWAY,February,Car,female,yes,Injured
DONEGAL,November,Car,male,yes,Injured
CLARE,February,Pedestrians,male,no,Injured
DUBLIN,December,Car,male,no,Injured
CLARE,December,Car,male,yes,Injured
LOUTH,January,Car,female,no,Injured
LIMERICK COUNTY,July,Pedestrians,male,yes,Injured
DUBLIN,December,Car,male,yes,Injured
MEATH,September,Car,female,yes,Injured
KERRY,October,Car,female,no,Injured
CLARE,May,Car,female,yes,Injured
CORK,November,Pedestrians,female,no,Injured
DONEGAL,March,Car,male,yes,Injured
DUBLIN,May,Car,male,no,Injured
CLARE,December,Cyclists,male,no,Injured
KILKENNY,September,Motorbike,female,no,Injured
GALWAY,November,Car,male,yes,Injured
LAOIS,April,Cyclists,male,no,Injured
DUBLIN,June,Car,male,no,Injured
SLIGO,April,Car,female,yes,Injured
DUBLIN,October,Car,male,yes,Injured
CAVAN,July,Cyclists,female,no,Injured
TIPPERARY,September,Cyclists,male,yes,Injured
LIMERICK COUNTY,March,Car,male,yes,Injured
ROSCOMMON,February,Car,male,yes,Injured
WEXFORD,December,Car,female,no,Injured
CLARE,March,Cyclists,male,no,Injured
DUBLIN,February,Car,male,no,Injured
CORK,August,Car,male,no,Injured
DUBLIN,September,Cyclists,male,no,Injured
TIPPERARY,November,Motorbike,male,yes,Injured
CORK,June,Pedestrians,female,no,Injured
GALWAY,September,Car,female,no,Injured
CORK,December,Cyclists,male,no,Injured
MEATH,October,Pedestrians,male,no,Injured
SLIGO,September,Car,female,no,Injured
CLARE,April,Car,female,no,Injured
GALWAY,February,Car,female,yes,Injured
DUBLIN,October,Motorbike,female,no,Injured
WEXFORD,October,Car,male,no,Injured
WEXFORD,January,Cyclists,male,no,Injured
KILKENNY,August,Car,male,yes,Injured
WICKLOW,February,Car,female,yes,Injured
DUBLIN,March,Car,female,yes,Injured
WATERFORD,October,Car,male,yes,Injured
DUBLIN,December,Car,female,no,Injured
DUBLIN,December,Car,male,no,Injured
WEXFORD,September,Cyclists,male,no,Injured
LONGFORD,December,Cyclists,female,no,Killed
CORK,April,Cyclists,male,no,Injured
TIPPERARY,March,Pedestrians,female,no,Injured
LOUTH,December,Car,male,no,Injured
KILKENNY,July,Car,male,no,Injured
MAYO,February,Cyclists,male,yes,Injured
DUBLIN,March,Cyclists,male,yes,Injured
KILKENNY,May,Cyclists,female,yes,Injured
OFFALY,July,Cyclists,female,no,Injured
CLARE,June,Cyclists,female,no,Injured
CORK,March,Pedestrians,male,no,Injured
SLIGO,November,Car,female,yes,Killed
LAOIS,November,Car,male,no,Injured
KERRY,January,Motorbike,female,yes,Injured
DUBLIN,May,Car,male,yes,Injured
DUBLIN,April,Car,male,no,Injured
TIPPERARY,February,Car,female,no,Injured
DUBLIN,February,Car,male,yes,Injured
CORK,October,Car,female,no,Injured
WATERFORD,March,Car,male,no,Injured
DONEGAL,July,Pedestrians,male,no,Injured
ROSCOMMON,August,Cyclists,male,yes,Injured
TIPPERARY,October,Motorbike,male,yes,Injured
GALWAY,January,Motorbike,female,no,Injured
KILKENNY,August,Car,female,yes,Injured
KERRY,December,Pedestrians,female,yes,Injured
LAOIS,February,Motorbike,male,no,Injured
TIPPERARY,June,Pedestrians,female,no,Injured
DUBLIN,November,Motorbike,male,no,Injured
TIPPERARY,May,Car,male,yes,Injured
KILDARE,November,Pedestrians,male,yes,Injured
CORK,April,Motorbike,male,yes,Injured
DUBLIN,September,Pedestrians,female,no,Injured
KILKENNY,December,Car,female,yes,Injured
DUBLIN,November,Car,male,yes,Injured
CORK,September,Car,female,yes,Injured
CORK,October,Car,male,yes,Injured
SLIGO,October,Cyclists,female,no,Injured
KILKENNY,July,Cyclists,female,no,Injured
WEXFORD,February,Car,female,yes,Injured
DUBLIN,March,Car,female,no,Injured
KILKENNY,January,Car,male,no,Injured
KILKENNY,February,Cyclists,male,no,Injured
KILKENNY,December,Car,female,yes,Injured
CORK,December,Car,male,no,Injured
MEATH,November,Car,male,no,Injured
WEXFORD,February,Pedestrians,male,no,Injured
KERRY,January,Cyclists,female,no,Injured
DONEGAL,October,Car,male,no,Injured
MEATH,January,Car,male,no,Injured
CARLOW,March,Car,male,no,Injured
DUBLIN,October,Car,male,no,Injured
WESTMEATH,January,Car,female,no,Injured
KILDARE,March,Car,male,no,Injured
TIPPERARY,May,Cyclists,female,no,Injured
KILKENNY,January,Car,female,no,Injured
ROSCOMMON,July,Motorbike,female,yes,Injured
TIPPERARY,May,Car,male,no,Injured
DUBLIN,May,Car,male,no,Injured
CORK,November,Car,male,no,Injured
MAYO,November,Car,female,no,Injured
DUBLIN,September,Car,male,yes,Injured
CORK,June,Car,female,yes,Injured
KILDARE,December,Car,female,yes,Injured
CLARE,November,Car,male,no,Injured
DONEGAL,May,Car,female,yes,Injured
MEATH,February,Car,male,no,Injured
CARLOW,November,Car,male,no,Injured
DUBLIN,January,Pedestrians,female,no,Injured
CAVAN,April,Car,female,yes,Injured
WICKLOW,February,Car,female,yes,Injured
KILDARE,January,Pedestrians,male,no,Injured
DUBLIN,July,Car,male,no,Injured
WESTMEATH,October,Car,male,yes,Injured
GALWAY,December,Cyclists,female,no,Injured
DUBLIN,May,Pedestrians,female,no,Injured
KILDARE,October,Car,female,yes,Injured
DUBLIN,July,Pedestrians,female,yes,Injured
DUBLIN,May,Car,male,no,Injured
DUBLIN,November,Car,female,no,Injured
DUBLIN,February,Pedestrians,female,no,Injured
KILDARE,June,Cyclists,male,no,Injured
LOUTH,January,Car,male,yes,Injured
CORK,March,Car,female,no,Injured
WICKLOW,January,Motorbike,male,no,Injured
MEATH,May,Car,male,no,Injured
OFFALY,May,Cyclists,male,yes,Injured
MEATH,October,Car,female,no,Injured
CORK,May,Car,female,yes,Killed
GALWAY,May,Car,female,no,Injured
DUBLIN,October,Cyclists,female,yes,Injured
LIMERICK COUNTY,May,Pedestrians,male,yes,Injured
DUBLIN,June,Pedestrians,male,no,Injured
LOUTH,August,Car,male,yes,Injured
LIMERICK COUNTY,July,Cyclists,female,no,Injured
LOUTH,July,Pedestrians,male,no,Injured
LAOIS,May,Car,female,no,Injured
CORK,May,Car,male,yes,Injured
MEATH,August,Car,female,no,Killed
MEATH,February,Car,male,no,Injured
WATERFORD,July,Car,female,no,Injured
DUBLIN,September,Pedestrians,female,yes,Injured
DONEGAL,November,Motorbike,female,no,Injured
DUBLIN,November,Pedestrians,male,yes,Injured
DUBLIN,May,Car,male,yes,Injured
OFFALY,July,Cyclists,male,yes,Injured
KILKENNY,January,Car,male,yes,Injured
MEATH,April,Cyclists,female,yes,Injured
DUBLIN,February,Cyclists,female,no,Injured
CORK,March,Car,male,no,Injured
CORK,May,Car,male,no,Injured
DUBLIN,June,Car,female,no,Killed
DONEGAL,August,Car,male,no,Injured
OFFALY,May,Car,female,no,Injured
KILKENNY,July,Car,female,no,Injured
LONGFORD,July,Cyclists,female,no,Injured
GALWAY,September,Cyclists,male,no,Injured
CORK,November,Motorbike,female,no,Injured
DUBLIN,July,Car,female,no,Injured
GALWAY,October,Car,female,yes,Injured
